49	0	255	0	0
64	0	255	0	0
65	0	255	0	0
89	0	255	0	0
48	1	255	0	0
72	1	255	0	0
49	2	255	0	0
62	2	255	0	0
64	2	255	0	0
69	2	255	0	0
70	2	255	0	0
73	2	255	0	0
91	2	255	0	0
93	2	255	0	0
95	2	255	0	0
53	3	255	0	0
55	3	255	0	0
58	3	255	0	0
60	3	255	0	0
62	3	255	0	0
66	3	255	0	0
67	3	255	0	0
68	3	255	0	0
69	3	255	0	0
70	3	255	0	0
83	3	255	0	0
86	3	255	0	0
88	3	255	0	0
95	3	255	0	0
52	4	255	0	0
53	4	255	0	0
54	4	255	0	0
59	4	255	0	0
62	4	255	0	0
63	4	255	0	0
66	4	255	0	0
67	4	255	0	0
69	4	255	0	0
71	4	255	0	0
79	4	255	0	0
85	4	255	0	0
92	4	255	0	0
49	5	255	0	0
50	5	255	0	0
59	5	255	0	0
67	5	255	0	0
69	5	255	0	0
70	5	255	0	0
75	5	255	0	0
79	5	255	0	0
80	5	255	0	0
89	5	255	0	0
98	5	255	0	0
48	6	255	0	0
53	6	255	0	0
54	6	255	0	0
63	6	255	0	0
66	6	255	0	0
72	6	255	0	0
77	6	255	0	0
79	6	255	0	0
80	6	255	0	0
82	6	255	0	0
91	6	255	0	0
92	6	255	0	0
93	6	255	0	0
96	6	255	0	0
97	6	255	0	0
48	7	255	0	0
50	7	255	0	0
54	7	255	0	0
62	7	255	0	0
63	7	255	0	0
64	7	255	0	0
65	7	255	0	0
67	7	255	0	0
74	7	255	0	0
76	7	255	0	0
78	7	255	0	0
80	7	255	0	0
89	7	255	0	0
92	7	255	0	0
98	7	255	0	0
49	8	255	0	0
58	8	255	0	0
66	8	255	0	0
68	8	255	0	0
69	8	255	0	0
71	8	255	0	0
73	8	255	0	0
74	8	255	0	0
78	8	255	0	0
79	8	255	0	0
80	8	255	0	0
81	8	255	0	0
84	8	255	0	0
86	8	255	0	0
89	8	255	0	0
91	8	255	0	0
92	8	255	0	0
93	8	255	0	0
94	8	255	0	0
96	8	255	0	0
98	8	255	0	0
99	8	255	0	0
100	8	255	0	0
50	9	255	0	0
53	9	255	0	0
55	9	255	0	0
61	9	255	0	0
64	9	255	0	0
67	9	255	0	0
68	9	255	0	0
70	9	255	0	0
71	9	255	0	0
73	9	255	0	0
74	9	255	0	0
76	9	255	0	0
81	9	255	0	0
82	9	255	0	0
83	9	255	0	0
84	9	255	0	0
85	9	255	0	0
86	9	255	0	0
87	9	255	0	0
88	9	255	0	0
91	9	255	0	0
92	9	255	0	0
95	9	255	0	0
97	9	255	0	0
98	9	255	0	0
100	9	255	0	0
49	10	255	0	0
50	10	255	0	0
51	10	255	0	0
57	10	255	0	0
61	10	255	0	0
63	10	255	0	0
65	10	255	0	0
67	10	255	0	0
68	10	255	0	0
71	10	255	0	0
76	10	255	0	0
79	10	255	0	0
80	10	255	0	0
81	10	255	0	0
82	10	255	0	0
83	10	255	0	0
86	10	255	0	0
87	10	255	0	0
88	10	255	0	0
92	10	255	0	0
93	10	255	0	0
94	10	255	0	0
95	10	255	0	0
96	10	255	0	0
97	10	255	0	0
98	10	255	0	0
51	11	255	0	0
57	11	255	0	0
63	11	255	0	0
68	11	255	0	0
69	11	255	0	0
70	11	255	0	0
71	11	255	0	0
72	11	255	0	0
73	11	255	0	0
76	11	255	0	0
77	11	255	0	0
79	11	255	0	0
80	11	255	0	0
81	11	255	0	0
82	11	255	0	0
83	11	255	0	0
91	11	255	0	0
94	11	255	0	0
95	11	255	0	0
97	11	255	0	0
98	11	255	0	0
99	11	255	0	0
100	11	255	0	0
28	12	0	0	255
30	12	0	0	255
53	12	255	0	0
61	12	255	0	0
67	12	255	0	0
68	12	255	0	0
69	12	255	0	0
71	12	255	0	0
72	12	255	0	0
74	12	255	0	0
76	12	255	0	0
79	12	255	0	0
81	12	255	0	0
82	12	255	0	0
87	12	255	0	0
88	12	255	0	0
90	12	255	0	0
91	12	255	0	0
94	12	255	0	0
95	12	255	0	0
97	12	255	0	0
98	12	255	0	0
99	12	255	0	0
100	12	255	0	0
102	12	255	0	0
103	12	255	0	0
105	12	255	0	0
23	13	0	0	255
24	13	0	0	255
28	13	0	0	255
29	13	0	0	255
34	13	0	0	255
53	13	255	0	0
57	13	255	0	0
58	13	255	0	0
60	13	255	0	0
62	13	255	0	0
63	13	255	0	0
65	13	255	0	0
68	13	255	0	0
71	13	255	0	0
76	13	255	0	0
79	13	255	0	0
80	13	255	0	0
81	13	255	0	0
82	13	255	0	0
83	13	255	0	0
84	13	255	0	0
85	13	255	0	0
88	13	255	0	0
89	13	255	0	0
90	13	255	0	0
91	13	255	0	0
97	13	255	0	0
100	13	255	0	0
102	13	255	0	0
20	14	0	0	255
21	14	0	0	255
22	14	0	0	255
27	14	0	0	255
29	14	0	0	255
32	14	0	0	255
34	14	0	0	255
35	14	0	0	255
54	14	255	0	0
57	14	255	0	0
62	14	255	0	0
66	14	255	0	0
68	14	255	0	0
70	14	255	0	0
71	14	255	0	0
73	14	255	0	0
75	14	255	0	0
76	14	255	0	0
77	14	255	0	0
78	14	255	0	0
79	14	255	0	0
80	14	255	0	0
81	14	255	0	0
82	14	255	0	0
83	14	255	0	0
85	14	255	0	0
86	14	255	0	0
87	14	255	0	0
89	14	255	0	0
94	14	255	0	0
96	14	255	0	0
98	14	255	0	0
99	14	255	0	0
100	14	255	0	0
101	14	255	0	0
103	14	255	0	0
106	14	255	0	0
18	15	0	0	255
23	15	0	0	255
24	15	0	0	255
30	15	0	0	255
58	15	255	0	0
61	15	255	0	0
62	15	255	0	0
63	15	255	0	0
64	15	255	0	0
66	15	255	0	0
67	15	255	0	0
68	15	255	0	0
70	15	255	0	0
75	15	255	0	0
77	15	255	0	0
79	15	255	0	0
80	15	255	0	0
82	15	255	0	0
83	15	255	0	0
84	15	255	0	0
85	15	255	0	0
86	15	255	0	0
87	15	255	0	0
88	15	255	0	0
91	15	255	0	0
92	15	255	0	0
94	15	255	0	0
96	15	255	0	0
98	15	255	0	0
99	15	255	0	0
100	15	255	0	0
101	15	255	0	0
